STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
HI,01,Charles,Djou,charles djou,"Djou, Charles",R,0,86454
HI,02,Tulsi,Gabbard,tulsi gabbard,"Gabbard, Tulsi",D,1,142010
HI,02,Kawika,Crowley,kawika crowley,"Crowley, Kawika",R,0,33630
HI,02,Joe,Kent,joe kent,"Kent, Joe",OTHER,0,4693
ID,01,Raul R.,Labrador,raul labrador,"Labrador, Raul R.",R,1,143580
ID,01,Reed C.,McCandless,reed mccandless,"McCandless, Reed C.",OTHER,0,7
ID,01,Shirley G.,Ringo,shirley ringo,"Ringo, Shirley G.",D,0,77277
ID,02,Mike,Simpson,mike simpson,"Simpson, Mike",R,1,131492
ID,02,Richard ,Stallings,richard stallings,"Stallings, Richard ",D,0,82801
IL,01,Bobby L.,Rush,bobby rush,"Rush, Bobby L.",D,1,162268
IL,01,Jimmy Lee,Tillman,jimmy tillman,"Tillman, Jimmy Lee",R,0,59749
IL,02,Robin ,Kelly,robin kelly,"Kelly, Robin ",D,1,160337
IL,02,Eric M.,Wallace,eric wallace,"Wallace, Eric M.",R,0,43799
IL,02,Marcus,Lewis,marcus lewis,"Wallace, Marcus",OTHER,0,130
IL,03,Daniel William ,Lipinski,daniel lipinski,"Lipinski, Daniel William ",D,1,116764
IL,03,Sharon M.,Brannigan,sharon brannigan,"Brannigan, Sharon M.",R,0,64091
IL,04,Luis V.,Gutierrez,luis gutierrez,"Gutierrez, Luis V.",D,1,79666
IL,04,Hector ,Concepcion,hector concepcion,"Concepcion, Hector ",R,0,22278
IL,05,Mike,Quigley,mike quigley,"Quigley, Mike",D,1,116364
IL,05,Vince,Kolber,vince kolber,"Kolber, Vince",R,0,56350
IL,05,Nancy ,Wade,nancy wade,"Wade, Nancy ",OTHER,0,11305
IL,06,Peter J. ,Roskam,peter roskam,"Roskam, Peter J. ",R,1,160287
IL,06,Michael,Mason,michael mason,"Mason, Michael",D,0,78465
IL,07,Danny K.,Davis,danny davis,"Davis, Danny K.",D,1,155110
IL,07,Robert L. ,Bumpers,robert bumpers,"Bumpers, Robert L. ",R,0,27168
IL,08,Tammy,Duckworth,tammy duckworth,"Duckworth, Tammy",D,1,84178
IL,08,Larry,Kaifesh,larry kaifesh,"Kaifesh, Larry",R,0,66878
IL,09,Janice D.,Schakowsky,janice schakowsky,"Schakowsky, Janice D.",D,1,141000
IL,09,Susanne,Atanus,susanne atanus,"Atanus, Susanne",R,0,72384
IL,09,Phil,Collins,phil collins,"Collins, Phil",OTHER,0,66
IL,10,Robert,Dold,robert dold,"Dold, Robert",R,0,95992
IL,10,Brad,Schneider,brad schneider,"Schneider, Brad",D,1,91136
IL,11,Bill ,Foster,bill foster,"Foster, Bill ",D,1,93436
IL,11,Darlene,Senger,darlene senger,"Senger, Darlene",R,0,81335
IL,11,"Constant ""Connor""",Vlakancic,constant vlakancic,"Vlakancic, Constant ""Connor""",OTHER,0,1
IL,12,Mike,Bost,mike bost,"Bost, Mike",R,0,110038
IL,12,"William L. ""Bill"" ",Enyart,william enyart,"Enyart, William L. ""Bill"" ",D,1,87860
IL,12,Paula,Bradshaw,paula bradshaw,"Bradshaw, Paula",OTHER,0,11840
IL,13,Rodney,Davis,rodney davis,"Davis, Rodney",R,1,123337
IL,13,Ann E.,Callis,ann callis,"Callis, Ann E.",D,0,86935
IL,14,"Randall M. ""Randy"" ",Hultgren,randall hultgren,"Hultgren, Randall M. ""Randy"" ",R,1,145369
IL,14,Dennis,Anderson,dennis anderson,"Anderson, Dennis",D,0,76861
IL,15,John M.,Shimkus,john shimkus,"Shimkus, John M.",R,1,166274
IL,15,Eric,Thorsland,eric thorsland,"Thorsland, Eric",D,0,55652
IL,16,Adam ,Kinzinger,adam kinzinger,"Kinzinger, Adam ",R,1,153388
IL,16,Randall Wayne ,Olsen,randall olsen,"Olsen, Randall Wayne ",D,0,63810
IL,17,Cheri ,Bustos,cheri bustos,"Bustos, Cheri ",D,1,110560
IL,17,Bobby,Schilling,bobby schilling,"Schilling, Bobby",R,0,88785
IL,17,Bill,Fawell,bill fawell,"Fawell, Bill",OTHER,0,16
IL,18,Aaron ,Schock,aaron schock,"Schock, Aaron ",R,1,184363
IL,18,Darrel,Miller,darrel miller,"Miller, Darrel",D,0,62377
IN,01,Peter J.,Visclosky,peter visclosky,"Visclosky, Peter J.",D,1,86579
IN,01,Mark ,Leyva,mark leyva,"Leyva, Mark ",R,0,51000
IN,01,Donna T.,Dunn,donna dunn,"Dunn, Donna T.",OTHER,0,4714
IN,02,Jackie,Walorski,jackie walorski,"Walorski, Jackie",R,1,85583
IN,02,Joe,Bock,joe bock,"Bock, Joe",D,0,55590
IN,02,Jeff,Petermann,jeff petermann,"Petermann, Jeff",OTHER,0,4027
IN,03,Marlin A.,Stutzman,marlin stutzman,"Stutzman, Marlin A.",R,1,102889
IN,03,Justin ,Kuhnle,justin kuhnle,"Kuhnle, Justin ",D,0,39771
IN,03,Scott,Wise,scott wise,"Wise, Scott",OTHER,0,6133
IN,04,Todd,Rokita,todd rokita,"Rokita, Todd",R,1,94998
IN,04,John ,Dale,john dale,"Dale, John ",D,0,47056
IN,05,Susan ,Brooks,susan brooks,"Brooks, Susan ",R,1,105277
IN,05,Shawn A.,Denney,shawn denney,"Denney, Shawn A.",D,0,49756
IN,05,John,Krom,john krom,"Krom, John",OTHER,0,6407
IN,06,Luke,Messer,luke messer,"Messer, Luke",R,1,102187
IN,06,Susan Hall,Heitzman,susan heitzman,"Heitzman, Susan Hall",D,0,45509
IN,06,Eric,Miller,eric miller,"Miller, Eric",OTHER,0,7375
IN,07,André ,Carson,andré carson,"Carson, André ",D,1,61443
IN,07,Catherine (Cat),Ping,catherine ping,"Ping, Catherine (Cat)",R,0,46887
IN,07,Chris,Mayo,chris mayo,"Mayo, Chris",OTHER,0,3931
IN,08,Larry D.,Bucshon,larry bucshon,"Bucshon, Larry D.",R,1,103344
IN,08,Tom ,Spangler,tom spangler,"Spangler, Tom ",D,0,61384
IN,08,Andrew,Horning,andrew horning,"Horning, Andrew",OTHER,0,6587
IN,09,Todd,Young,todd young,"Young, Todd",R,1,101594
IN,09,Bill,Bailey,bill bailey,"Bailey, Bill",D,0,55016
IN,09,R. Mike,Frey,r frey,"Frey, R. Mike",OTHER,0,5777
IA,01,Rod,Blum,rod blum,"Blum, Rod",R,0,147762
IA,01,Pat,Murphy,pat murphy,"Murphy, Pat",D,0,141145
IA,02,Dave,Loebsack,dave loebsack,"Loebsack, Dave",D,1,143431
IA,02,Mariannette ,Miller-Meeks,mariannette millermeeks,"Miller-Meeks, Mariannette ",R,0,129455
IA,03,David,Young,david young,"Young, David",R,0,148814
IA,03,Staci,Appel,staci appel,"Appel, Staci",D,0,119109
IA,03,Edward B.,Wright,edward wright,"Wright, Edward B.",OTHER,0,9054
IA,03,Bryan Jack,Holder,bryan holder,"Holder, Bryan Jack",OTHER,0,4360
IA,04,Steve ,King,steve king,"King, Steve ",R,1,169834
IA,04,Jim,Mowrer,jim mowrer,"Mowrer, Jim",D,0,105504
KS,01,Tim,Huelskamp,tim huelskamp,"Huelskamp, Tim",OTHER,1,138764
KS,01,James E.,Sherow,james sherow,"Sherow, James E.",D,0,65397
KS,02,Lynn,Jenkins,lynn jenkins,"Jenkins, Lynn",OTHER,1,128742
KS,02,Margie,Wakefield,margie wakefield,"Wakefield, Margie",D,0,87153
KS,02,Christopher ,Clemmons,christopher clemmons,"Clemmons, Christopher",OTHER,0,9791
KS,03,Kevin,Yoder,kevin yoder,"Yoder, Kevin",OTHER,1,134493
KS,03,Kelly,Kultala,kelly kultala,"Kultala, Kelly",D,0,89584
KS,04,Mike,Pompeo,mike pompeo,"Pompeo, Mike",R,1,138757
KS,04,Perry L.,Schuckman,perry schuckman,"Schuckman, Perry L.",D,0,69396
KY,01,Ed,Whitfield,ed whitfield,"Whitfield, Ed",R,1,173022
KY,01,Charles Kendall,Hatchett,charles hatchett,"Hatchett, Charles Kendall",D,0,63596
KY,02,S. Brett,Guthrie,s guthrie,"Guthrie, S. Brett",R,1,156936
KY,02,Ron,Leach,ron leach,"Leach, Ron",D,0,69898
KY,03,John A.,Yarmuth,john yarmuth,"Yarmuth, John A.",D,1,157056
KY,03,Michael,Macfarlane,michael macfarlane,"Macfarlane, Michael",R,0,87981
KY,03,Gregory Peter,Puccetti,gregory puccetti,"Puccetti, Gregory Peter",OTHER,0,2318
KY,04,Thomas,Massie,thomas massie,"Massie, Thomas",R,1,150464
KY,04,Peter,Newberry,peter newberry,"Newberry, Peter",D,0,71694
KY,05,"Harold ""Hal"" ",Rogers,harold rogers,"Rogers, Harold ""Hal"" ",R,1,171350
KY,05,Kenneth S. ,Stepp,kenneth stepp,"Stepp, Kenneth S. ",D,0,47617
KY,06,Andy,Barr,andy barr,"Barr, Andy",R,1,147404
KY,06,Elisabeth,Jensen,elisabeth jensen,"Jensen, Elisabeth",D,0,98290
LA,01,Steve,Scalise,steve scalise,"Scalise, Steve",R,1,189250
LA,01,"M.V. ""Vinny""",Mendoza,mv mendoza,"Mendoza, M.V. ""Vinny""",D,0,24761
LA,01,Lee A.,Dugas,lee dugas,"Dugas, Lee A.",D,0,21286
LA,01,"Jeffry ""Jeff""",Sanford,jeffry sanford,"Sanford, Jeffry ""Jeff""",OTHER,0,8707
LA,02,Cedric,Richmond,cedric richmond,"Richmond, Cedric",D,1,152201
LA,02,Gary,Landrieu,gary landrieu,"Landrieu, Gary",D,0,37805
LA,02,David,Brooks,david brooks,"Brooks, David",OTHER,0,16327
LA,02,Samuel,Davenport,samuel davenport,"Davenport, Samuel",OTHER,0,15237
LA,03,"Charles W., Jr.",Boustany,charles boustany,"Boustany, Charles W., Jr.",R,1,185867
LA,03,Russell,Richard,russell richard,"Richard, Russell",OTHER,0,28342
LA,03,Bryan,Barrilleaux,bryan barrilleaux,"Barrilleaux, Bryan",R,0,22059
LA,04,John,Fleming,john fleming,"Fleming, John",R,1,152683
LA,04,Randall,Lord,randall lord,"Lord, Randall",OTHER,0,55236
LA,05,Ralph Lee,Abraham,ralph abraham,"Abraham, Ralph Lee",R,0,55489
LA,05,"""Jamie""",Mayo,jamie mayo,"Mayo, ""Jamie""",D,0,67611
LA,05,"""Zach""",Dasher,zach dasher,"Dasher, ""Zach""",R,0,53628
LA,05,Vance M.,McAllister,vance mcallister,"McAllister, Vance M.",R,1,26606
LA,05,Clyde C.,Holloway,clyde holloway,"Holloway, Clyde C.",R,0,17877
LA,05,Harris,Brown,harris brown,"Brown, Harris",R,0,9890
LA,05,"""Ed""",Tarpley,ed tarpley,"Tarpley, ""Ed""",R,0,4594
LA,05,Charles,Saucier,charles saucier,"Saucier, Charles",OTHER,0,2201
LA,05,Eliot S.,Barron,eliot barron,"Barron, Eliot S.",OTHER,0,1655
LA,06,Garret,Graves,garret graves,"Graves, Garret",R,0,70715
LA,06,Edwin,Edwards,edwin edwards,"Edwards, Edwin",D,0,77866
LA,06,"Paul, II",Dietzel,paul dietzel,"Dietzel, Paul, II",R,0,35024
LA,06,"""Dan""",Claitor,dan claitor,"Claitor, ""Dan""",R,0,26524
LA,06,Lenar,Whitney,lenar whitney,"Whitney, Lenar",R,0,19151
LA,06,Richard,Lieberman,richard lieberman,"Lieberman, Richard",D,0,7309
LA,06,Craig,McCulloch,craig mcculloch,"McCulloch, Craig",R,0,5815
LA,06,"Robert Lamar ""Bob""",Bell,robert bell,"Bell, Robert Lamar ""Bob""",R,0,5182
LA,06,Peter,Williams,peter williams,"Williams, Peter",D,0,4037
LA,06,"Rufus Holt, Jr.",Craig,rufus craig,"Craig, Rufus Holt, Jr.",OTHER,0,3561
LA,06,"Norman ""Norm""",Clark,norman clark,"Clark, Norman ""Norm""",R,0,1848
LA,06,"""Trey""",Thomas,trey thomas,"Thomas, ""Trey""",R,0,1447
ME,01,Chellie,Pingree,chellie pingree,"Pingree, Chellie",D,1,186674
ME,01,Isaac J. ,Misiuk,isaac misiuk,"Misiuk, Isaac J. ",R,0,94751
ME,01,Richard P.,Murphy,richard murphy,"Murphy, Richard P.",OTHER,0,27410
ME,02,Bruce ,Poliquin,bruce poliquin,"Poliquin, Bruce ",R,0,133308
ME,02,Emily Ann,Cain,emily cain,"Cain, Emily Ann",D,0,118556
ME,02,Blaine,Richardson,blaine richardson,"Richardson, Blaine",OTHER,0,31336
MD,01,Andy,Harris,andy harris,"Harris, Andy",R,1,176342
MD,01,Bill,Tilghman,bill tilghman,"Tilghman, Bill",D,0,73843
MD,02,C. A. Dutch ,Ruppersberger,c ruppersberger,"Ruppersberger, C. A. Dutch ",D,1,120412
MD,02,David ,Banach,david banach,"Banach, David ",R,0,70411
MD,02,Ian,Schlakman,ian schlakman,"Schlakman, Ian",OTHER,0,5326
MD,03,John ,Sarbanes,john sarbanes,"Sarbanes, John ",D,1,128594
MD,03,Charles A.,Long,charles long,"Long, Charles A.",R,0,87029
MD,04,Donna F. ,Edwards,donna edwards,"Edwards, Donna F. ",D,1,134628
MD,04,Nancy ,Hoyt,nancy hoyt,"Hoyt, Nancy ",R,0,54217
MD,04,Arvin,Vohra,arvin vohra,"Vohra, Arvin",OTHER,0,2795
MD,05,Steny H. ,Hoyer,steny hoyer,"Hoyer, Steny H. ",D,1,144725
MD,05,Chris,Chaffee,chris chaffee,"Chaffee, Chris",R,0,80752
MD,05,Dennis L.,Fritz,dennis fritz,"Fritz, Dennis L.",OTHER,0,227
MD,06,John K.,Delaney,john delaney,"Delaney, John K.",D,1,94704
MD,06,Dan ,Bongino,dan bongino,"Bongino, Dan ",R,0,91930
MD,06,George,Gluck,george gluck,"Gluck, George",OTHER,0,3762
MD,07,Elijah,Cummings,elijah cummings,"Cummings, Elijah",D,1,144639
MD,07,Carrogan R. ,Vaughn,carrogan vaughn,"Vaughn, Carrogan R. ",R,0,55860
MD,07,Scott,Soffen,scott soffen,"Soffen, Scott",OTHER,0,6103
MD,08,Chris ,Van Hollen,chris van hollen,"Van Hollen, Chris ",D,1,136722
MD,08,Lih,Young,lih young,"Young, Lih",OTHER,0,16
MD,08,Dave,Wallace,dave wallace,"Wallace, Dave",R,0,87859
MD,08,Andrew Jaye,Wildman,andrew wildman,"Wildman, Andrew Jaye",OTHER,0,102
MA,01,Richard E.,Neal,richard neal,"Neal, Richard E.",D,1,167612
MA,02,James P.,McGovern,james mcgovern,"McGovern, James P.",D,1,169640
MA,03,Nicola S.,Tsongas,nicola tsongas,"Tsongas, Nicola S.",D,1,139104
MA,03,Roseann L. Ehrhard ,Wofford,roseann wofford,"Wofford, Roseann L. Ehrhard ",R,0,81638
MA,04,"Joseph P., III",Kennedy,joseph kennedy,"Kennedy, Joseph P., III",D,1,184158
MA,05,Katherine M.,Clark,katherine clark,"Clark, Katherine M.",D,1,182100
MA,05,William F.,Wilt,william wilt,"Wilt, William F.",OTHER,0,1
MA,06,Seth W.,Moulton,seth moulton,"Moulton, Seth W.",D,0,149638
MA,06,Richard R.,Tisei,richard tisei,"Tisei, Richard R.",R,0,111989
MA,06,Christopher J. ,Stockwell,christopher stockwell,"Stockwell, Christopher J. ",OTHER,0,10373
MA,07,Michael E.,Capuano,michael capuano,"Capuano, Michael E.",D,1,142133
MA,08,Stephen F. ,Lynch,stephen lynch,"Lynch, Stephen F. ",D,1,200644
MA,09,William Richard ,Keating,william keating,"Keating, William Richard ",D,1,140413
MA,09,John C.,Chapman,john chapman,"Chapman, John C.",R,0,114971
MI,01,Dan,Benishek,dan benishek,"Benishek, Dan",R,1,130414
MI,01,Jerry,Cannon,jerry cannon,"Cannon, Jerry",D,0,113263
MI,01,Loel Robert,Gnadt,loel gnadt,"Gnadt, Loel Robert",OTHER,0,3823
MI,01,Ellis,Boal,ellis boal,"Boal, Ellis",OTHER,0,2631
MI,02,Bill,Huizenga,bill huizenga,"Huizenga, Bill",R,1,135568
MI,02,Dean,Vanderstelt,dean vanderstelt,"Vanderstelt, Dean",D,0,70851
MI,02,"Ronald, II",Welch,ronald welch,"Welch, Ronald, II",OTHER,0,3877
MI,02,Ronald E.,Graeser,ronald graeser,"Graeser, Ronald E.",OTHER,0,2776
MI,03,Justin,Amash,justin amash,"Amash, Justin",R,1,125754
MI,03,Bob,Goodrich,bob goodrich,"Goodrich, Bob",D,0,84720
MI,03,Tonya,Duncan,tonya duncan,"Duncan, Tonya",OTHER,0,6691
MI,04,John,Moolenaar,john moolenaar,"Moolenaar, John",R,0,123962
MI,04,Jeff,Holmes,jeff holmes,"Holmes, Jeff",D,0,85777
MI,04,George M.,Zimmer,george zimmer,"Zimmer, George M.",OTHER,0,4990
MI,04,Will Tyler,White,will white,"White, Will Tyler",OTHER,0,4694
MI,05,Daniel T.,Kildee,daniel kildee,"Kildee, Daniel T.",D,1,148182
MI,05,Allen,Hardwick,allen hardwick,"Hardwick, Allen",R,0,69222
MI,05,Harold H.,Jones,harold jones,"Jones, Harold H.",OTHER,0,4734
MI,06,Fred,Upton,fred upton,"Upton, Fred",R,1,116801
MI,06,Paul,Clements,paul clements,"Clements, Paul",D,0,84391
MI,06,John M. ,Lawrence,john lawrence,"Lawrence, John M. ",OTHER,0,2254
MI,06,Erwin J.,Hass,erwin hass,"Hass, Erwin J.",OTHER,0,5530
MI,07,Tim,Walberg,tim walberg,"Walberg, Tim",R,1,119564
MI,07,Pam,Byrnes,pam byrnes,"Byrnes, Pam",D,0,92083
MI,07,Ken,Proctor,ken proctor,"Proctor, Ken",OTHER,0,4531
MI,07,David,Swartout,david swartout,"Swartout, David",OTHER,0,4369
MI,07,Rick,Strawcutter,rick strawcutter,"Strawcutter, Rick",OTHER,0,3138
MI,08,Mike,Bishop,mike bishop,"Bishop, Mike",R,0,132739
MI,08,Eric,Schertzing,eric schertzing,"Schertzing, Eric",D,0,102269
MI,08,"James, II",Weeks,james weeks,"Weeks, James, II",OTHER,0,4557
MI,08,Jim,Casha,jim casha,"Casha, Jim",OTHER,0,1880
MI,08,Jeremy,Burgess,jeremy burgess,"Burgess, Jeremy",OTHER,0,1680
MI,09,Sander,Levin,sander levin,"Levin, Sander",D,1,136342
MI,09,George,Brikho,george brikho,"Brikho, George",R,0,81470
MI,09,Gregory,Creswell,gregory creswell,"Creswell, Gregory",OTHER,0,4792
MI,09,John V.,McDermott,john mcdermott,"McDermott, John V.",OTHER,0,3153
MI,10,Candice S.,Miller,candice miller,"Miller, Candice S.",R,1,157069
MI,10,Chuck,Stadler,chuck stadler,"Stadler, Chuck",D,0,67143
MI,10,Harley,Mikkelson,harley mikkelson,"Mikkelson, Harley",OTHER,0,4480
MI,11,Dave,Trott,dave trott,"Trott, Dave",R,0,140435
MI,11,Bobby,McKenzie,bobby mckenzie,"McKenzie, Bobby",D,0,101681
MI,11,John J.,Tatar,john tatar,"Tatar, John J.",OTHER,0,7711
MI,11,Kerry Lynn,Bentivolio,kerry bentivolio,"Bentivolio, Kerry Lynn",OTHER,1,1411
MI,12,Debbie,Dingell,debbie dingell,"Dingell, Debbie",D,0,134346
MI,12,Terry,Bowman,terry bowman,"Bowman, Terry",R,0,64716
MI,12,Gary,Walkowicz,gary walkowicz,"Walkowicz, Gary",OTHER,0,5039
MI,12,Bhagwan,Dashairya,bhagwan dashairya,"Dashairya, Bhagwan",OTHER,0,2559
MI,13,"John, Jr.",Conyers,john conyers,"Conyers, John, Jr.",D,1,132710
MI,13,Jeff ,Gorman,jeff gorman,"Gorman, Jeff ",R,0,27234
MI,13,Chris,Sharer,chris sharer,"Sharer, Chris",OTHER,0,3537
MI,13,Sam,Johnson,sam johnson,"Johnson, Sam",OTHER,0,3466
MI,14,Brenda,Lawrence,brenda lawrence,"Lawrence, Brenda",D,0,165272
MI,14,Christina L.,Barr,christina barr,"Barr, Christina L. #",R,0,41801
MI,14,Christina ,Conyers,christina conyers,"Conyers, Christina #",R,0,#
MI,14,Leonard,Schwartz,leonard schwartz,"Schwartz, Leonard",OTHER,0,3366
MI,14,Stephen,Boyle,stephen boyle,"Boyle, Stephen",OTHER,0,1999
MI,14,Calvin,Pruden,calvin pruden,"Pruden, Calvin",OTHER,0,30
MN,01,Tim,Walz,tim walz,"Walz, Tim",D,1,122851
MN,01,Jim,Hagedorn,jim hagedorn,"Hagedorn, Jim",R,0,103536
MN,02,John,Kline,john kline,"Kline, John",R,1,137778
MN,02,Mike,Obermueller,mike obermueller,"Obermueller, Mike",D,0,95565
MN,02,Paula,Overby,paula overby,"Overby, Paula",OTHER,0,12319
MN,03,Erik,Paulsen,erik paulsen,"Paulsen, Erik",R,1,167515
MN,03,Sharon,Sund,sharon sund,"Sund, Sharon",D,0,101846
MN,04,Betty,McCollum,betty mccollum,"McCollum, Betty",D,1,147857
MN,04,Sharna,Wahlgren,sharna wahlgren,"Wahlgren, Sharna",R,0,79492
MN,04,Dave,Thomas,dave thomas,"Thomas, Dave",OTHER,0,14059
MN,05,Keith,Ellison,keith ellison,"Ellison, Keith",D,1,167079
MN,05,Doug,Daggett,doug daggett,"Daggett, Doug",R,0,56577
MN,05,Lee,Bauer,lee bauer,"Bauer, Lee",OTHER,0,12001
MN,06,Tom,Emmer,tom emmer,"Emmer, Tom",R,0,133328
MN,06,Joe,Perske,joe perske,"Perske, Joe",D,0,90926
MN,06,John,Denney,john denney,"Denney, John",OTHER,0,12457
MN,07,Collin C.,Peterson,collin peterson,"Peterson, Collin C.",D,1,130546
MN,07,Torrey,Westrom,torrey westrom,"Westrom, Torrey",R,0,109955
MN,08,Rick,Nolan,rick nolan,"Nolan, Rick",D,1,129090
MN,08,Stewart,Mills,stewart mills,"Mills, Stewart",R,0,125358
MN,08,Ray Skip,Sandman,ray sandman,"Sandman, Ray Skip",OTHER,0,11450
MS,01,Alan,Nunnelee,alan nunnelee,"Nunnelee, Alan",R,1,102622
MS,01,Ron E. ,Dickey,ron dickey,"Dickey, Ron E. ",D,0,43713
MS,01,Danny,Bedwell,danny bedwell,"Bedwell, Danny",OTHER,0,3830
MS,01,Lajena,Walley,lajena walley,"Walley, Lajena",OTHER,0,946
MS,02,Bennie G.,Thompson,bennie thompson,"Thompson, Bennie G.",D,1,100688
MS,02,Troy,Ray,troy ray,"Ray, Troy",OTHER,0,36465
MS,02,Shelley,Shoemake,shelley shoemake,"Shoemake, Shelley",OTHER,0,11493
MS,03,Gregg,Harper,gregg harper,"Harper, Gregg",R,1,117771
MS,03,Douglas MacArthur (Doug),Magee,douglas magee,"Magee, Douglas MacArthur (Doug)",D,0,47744
MS,03,Roger,Gerrard,roger gerrard,"Gerrard, Roger",OTHER,0,3890
MS,03,Barbara Dale,Washer,barbara washer,"Washer, Barbara Dale",OTHER,0,1541
MS,04,Steven McCarty,Palazzo,steven palazzo,"Palazzo, Steven McCarty",R,1,108776
MS,04,Matt,Moore,matt moore,"Moore, Matt",D,0,37869
MS,04,Cindy,Burleson,cindy burleson,"Burleson, Cindy",OTHER,0,3684
MS,04,Joey,Robinson,joey robinson,"Robinson, Joey",OTHER,0,3473
MS,04,Eli,Jackson,eli jackson,"Jackson, Eli",OTHER,0,917
MS,04,Ed,Reich,ed reich,"Reich, Ed",OTHER,0,857
MO,01,Lacy ,Clay,lacy clay,"Clay, Lacy ",D,1,119315
MO,01,Daniel J.,Elder,daniel elder,"Elder, Daniel J.",R,0,35273
MO,01,Robb E.,Cunningham,robb cunningham,"Cunningham, Robb E.",OTHER,0,8906
MO,02,Ann,Wagner,ann wagner,"Wagner, Ann",R,1,148191
MO,02,Arthur ,Lieber,arthur lieber,"Lieber, Arthur ",D,0,75384
MO,02,Bill,Slantz,bill slantz,"Slantz, Bill",OTHER,0,7542
MO,03,Blaine,Luetkemeyer,blaine luetkemeyer,"Luetkemeyer, Blaine",R,1,130940
MO,03,Courtney ,Denton,courtney denton,"Denton, Courtney ",D,0,52021
MO,03,Steven,Hedrick,steven hedrick,"Hedrick, Steven",OTHER,0,8593
MO,03,Harold,Davis,harold davis,"Davis, Harold",OTHER,0,66
MO,04,Vicky ,Hartzler,vicky hartzler,"Hartzler, Vicky ",R,1,120014
MO,04,Nate ,Irvin,nate irvin,"Irvin, Nate ",D,0,46464
MO,04,Herschel L.,Young,herschel young,"Young, Herschel L.",OTHER,0,9793
MO,04,Gregory A.,Cowan,gregory cowan,"Cowan, Gregory A.",OTHER,0,15
MO,05,"Emanuel, II",Cleaver,emanuel cleaver,"Cleaver, Emanuel, II",D,1,79256
MO,05,Jacob ,Turk,jacob turk,"Turk, Jacob ",R,0,69071
MO,05,Roy,Welborn,roy welborn,"Welborn, Roy",OTHER,0,5308
MO,06,Sam ,Graves,sam graves,"Graves, Sam ",R,1,124616
MO,06,W.A. (Bill),Hedge,wa hedge,"Hedge, W.A. (Bill)",D,0,55157
MO,06,Russ,Monchil,russ monchil,"Monchil, Russ",OTHER,0,7197
MO,07,Billy,Long,billy long,"Long, Billy",R,1,104054
MO,07,Jim,Evans,jim evans,"Evans, Jim",D,0,47282
MO,07,Kevin,Craig,kevin craig,"Craig, Kevin",OTHER,0,12584
MO,07,Nikolas,Bruce,nikolas bruce,"Bruce, Nikolas",OTHER,0,32
MO,07,John C.,Hagerty,john hagerty,"Hagerty, John C.",OTHER,0,3
MO,07,Martin,Lindstedt,martin lindstedt,"Lindstedt, Martin",OTHER,0,2
MO,08,Jason ,Smith,jason smith,"Smith, Jason ",R,1,106124
MO,08,Barbara,Stocker,barbara stocker,"Stocker, Barbara",D,0,38721
MO,08,Terry,Hampton,terry hampton,"Hampton, Terry",OTHER,0,6821
MO,08,Doug,Enyart,doug enyart,"Enyart, Doug",OTHER,0,3799
MO,08,Rick ,Vandeven,rick vandeven,"Vandeven, Rick ",OTHER,0,3759
MT,00,Ryan,Zinke,ryan zinke,"Zinke, Ryan",R,0,203871
MT,00,John ,Lewis,john lewis,"Lewis, John ",D,0,148690
MT,00,Mike,Fellows,mike fellows,"Fellows, Mike",OTHER,0,15402
NE,01,Jeff,Fortenberry,jeff fortenberry,"Fortenberry, Jeff",R,1,123219
NE,01,Dennis P.,Crawford,dennis crawford,"Crawford, Dennis P.",D,0,55838
