County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A00101,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N09600,A09600,N07100,A07100,N07180,A07180,N07220,A07220,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
greene,24991.0,32243.0,2832.0,46979.0,53935.0,OH,-332.0,32910.0,-63.0,6850.0,-301.0,-1110.0,-546.0,177874.0,-265.0,37250.0,-1499.0,-2668.0,-109.0,15964.0,-48.0,14774.0,-66.0,2573.0,32.0,385.0,30176.0,285.0,4494.0,468.0,27618.0,-569.0,-9200.0,486.0,10438.0,3.0,461.0,-1061.0,3053523.0,-15830.0,-694.0,-162.0,7.0,115.0,-876.0,-1299.0,-1060.0,-810.0,-1131.0,-16614.0,-700.0,2924.0,37.0,164875.0,-168.0,-294.0,-873.0,-727.0,38.0,9.0,-176.0,-181.0,-1003.0,-294.0,20.0,645.0,11.0,633.0,11.0,-96.0,48.0,35039.0,-17.0,36210.0,565.0,5649.0,-733.0,-1664.0
guernsey,7052.0,6868.0,0.0,8477.0,8925.0,OH,183.0,7820.0,-117.0,2040.0,210.0,-273.0,-239.0,172086.0,244.0,21925.0,-341.0,-1287.0,0.0,2558.0,-10.0,2248.0,-123.0,451.0,15.0,151.0,8511.0,-80.0,-2235.0,102.0,1895.0,-283.0,-3354.0,227.0,4208.0,7.0,-192.0,65.0,367802.0,7728.0,67.0,5602.0,-1.0,80.0,13.0,133.0,73.0,5606.0,-62.0,-1312.0,38.0,2987.0,422.0,156177.0,144.0,719.0,-226.0,-139.0,-16.0,-7.0,-63.0,-58.0,-205.0,36.0,-198.0,-151.0,-163.0,-167.0,-95.0,-63.0,491.0,40683.0,373.0,40891.0,391.0,17854.0,-184.0,56.0
hamilton,178495.0,219299.0,11079.0,259449.0,125781.0,OH,-2808.0,195350.0,-449.0,63490.0,-2496.0,-7772.0,-3859.0,1916103.0,206.0,877074.0,-9659.0,-32872.0,-275.0,210449.0,375.0,204927.0,-325.0,25549.0,-35.0,3109.0,252495.0,13.0,59010.0,1628.0,101386.0,-3313.0,-52379.0,1560.0,41045.0,34.0,3550.0,-6406.0,18222300.0,-27262.0,-4554.0,53275.0,-959.0,-5397.0,-5562.0,-23162.0,-6290.0,32006.0,-6148.0,-87751.0,-3960.0,48520.0,54.0,1751128.0,-324.0,3219.0,-4221.0,6511.0,20.0,10.0,-1260.0,-1501.0,-3888.0,-1369.0,-70.0,4472.0,-246.0,4558.0,-905.0,-1245.0,2028.0,425993.0,1013.0,432325.0,4080.0,73728.0,-5937.0,-33354.0
hancock,10572.0,11894.0,1285.0,21520.0,22894.0,OH,-52.0,16420.0,-43.0,3740.0,-312.0,-599.0,-397.0,63810.0,18.0,18614.0,-1080.0,-2481.0,-83.0,7307.0,-36.0,6718.0,-180.0,2958.0,19.0,148.0,29942.0,42.0,1568.0,208.0,9076.0,-619.0,-3298.0,196.0,5316.0,22.0,428.0,-582.0,1142821.0,-5484.0,-469.0,2825.0,-45.0,-70.0,-496.0,-655.0,-559.0,2432.0,-614.0,-7725.0,-391.0,2073.0,228.0,50247.0,-22.0,282.0,-332.0,-615.0,0.0,21.0,-92.0,-95.0,-481.0,-148.0,-155.0,65.0,-149.0,43.0,-141.0,2.0,316.0,8670.0,154.0,9812.0,383.0,4973.0,-306.0,-620.0
hardin,3969.0,4416.0,582.0,7131.0,7375.0,OH,72.0,5410.0,-93.0,1540.0,20.0,-122.0,-96.0,47640.0,162.0,18900.0,-377.0,-747.0,-20.0,-940.0,-23.0,-84.0,-65.0,-539.0,12.0,65.0,2591.0,-49.0,409.0,44.0,4350.0,-316.0,-2923.0,136.0,2210.0,11.0,356.0,-100.0,205456.0,-338.0,-125.0,561.0,5.0,-51.0,-120.0,-68.0,-112.0,486.0,-139.0,-1351.0,-54.0,429.0,231.0,27364.0,-5.0,-11.0,-117.0,-131.0,14.0,1.0,68.0,38.0,-135.0,-29.0,24.0,333.0,15.0,282.0,29.0,4.0,219.0,5098.0,168.0,5532.0,74.0,2047.0,88.0,733.0
harrison,3443.0,3176.0,0.0,3498.0,3558.0,OH,-83.0,2800.0,-21.0,530.0,-85.0,-190.0,-87.0,1042.0,-25.0,4505.0,-187.0,-605.0,-9.0,-1269.0,10.0,-1406.0,-20.0,849.0,-8.0,110.0,10441.0,-17.0,-885.0,91.0,2545.0,-130.0,-1354.0,-2.0,-175.0,-0.0001,-0.0001,25.0,108001.0,1437.0,35.0,1518.0,-18.0,-60.0,-18.0,-52.0,10.0,1391.0,-9.0,-402.0,20.0,-265.0,-102.0,-230.0,3.0,136.0,-103.0,-161.0,3.0,1.0,6.0,-35.0,-84.0,-57.0,35.0,64.0,29.0,32.0,14.0,3.0,-98.0,-488.0,-69.0,-406.0,-158.0,-1674.0,82.0,828.0
henry,4605.0,5448.0,454.0,7738.0,8986.0,OH,130.0,5780.0,-95.0,1330.0,27.0,-137.0,-89.0,41227.0,149.0,17521.0,-455.0,-1293.0,106.0,1709.0,81.0,1630.0,1.0,874.0,24.0,172.0,5604.07,23.0,42.0,85.0,2633.0,-160.0,-2114.0,121.0,2032.0,3.0,119.0,-138.0,312949.0,-851.0,-129.0,129.0,8.0,-33.0,-167.0,-604.0,-134.0,-475.0,-216.0,-1831.0,-114.0,712.0,227.0,37222.0,17.0,40.0,-46.0,-49.0,-17.0,-5.0,-23.0,-13.0,-201.0,-32.0,62.0,142.0,45.0,158.0,18.0,-47.0,226.0,7960.0,188.0,8316.0,105.0,2542.0,50.0,184.0
highland,5686.0,5982.0,0.0,21931.0,0.0,OH,-14.0,6880.0,-72.0,2320.0,-195.0,-245.0,-114.0,29582.0,203.0,22336.0,-433.0,-1220.0,-42.0,269.0,3.0,435.0,18.0,2294.0,-23.0,47.0,4962.0,-25.0,-1259.0,46.0,1713.0,-661.0,-8088.0,69.0,1526.0,10.0,178.0,-209.0,252814.0,-2371.0,-168.0,-139.0,-32.0,-3.0,-239.0,-456.0,-221.0,-655.0,-241.0,-2622.0,-92.0,99.0,-31.0,28770.0,-13.0,8.0,-194.0,-181.0,-16.0,-1.0,-7.0,-35.0,-201.0,-42.0,14.0,246.0,20.0,244.0,0.0,5.0,85.0,5181.0,39.0,5358.0,195.0,1649.0,-127.0,-245.0
hocking,4992.0,5717.0,0.0,6057.0,7264.0,OH,201.0,5040.0,-13.0,1390.0,116.0,-2.0,-94.0,26859.0,196.0,12200.0,-195.0,-876.0,-10.0,668.0,11.0,587.0,89.0,1303.0,3.0,39.0,2687.0,34.0,24.0,85.0,4746.0,-113.0,-1890.0,82.0,1175.0,-2.0,89.0,-75.0,211030.0,-1835.0,-76.0,-598.0,2.0,-22.0,-98.0,-296.0,-80.0,-862.0,-110.0,-1619.0,26.0,334.0,140.0,21840.0,-27.0,-112.0,-146.0,-172.0,-17.0,-11.0,-43.0,-58.0,-166.0,-45.0,33.0,115.0,24.0,71.0,-31.0,39.0,164.0,4105.0,209.0,4259.0,109.0,891.0,117.0,218.0
holmes,1997.0,2506.0,0.0,8252.0,9443.0,OH,435.0,7070.0,99.0,800.0,335.0,429.0,44.0,84338.0,449.0,25470.0,-376.0,-2190.0,2.0,-716.0,-22.0,-691.0,89.0,13113.0,-14.0,289.0,14685.0,6.0,432.0,29.0,1221.0,-114.0,-1371.0,51.0,712.0,7.0,263.0,-148.0,319299.0,4.0,-115.0,83.0,-45.0,-32.0,-121.0,-417.0,-138.0,-66.0,-137.0,-1566.0,-75.0,2095.0,467.0,69714.0,35.0,95.0,-84.0,167.0,-20.0,3.0,123.0,279.0,-130.0,-15.0,-50.0,-7.0,-14.0,45.0,-37.0,-30.0,472.0,15251.0,437.0,15718.0,214.0,4522.0,293.0,-186.0
huron,9617.0,10083.0,832.0,12443.0,12605.0,OH,-179.0,12180.0,-88.0,3520.0,106.0,-821.0,-493.0,39811.0,-102.0,15817.0,-1059.0,-2579.0,11.0,7472.0,58.0,7468.0,12.0,1931.0,25.0,267.0,5529.0,15.0,-1293.0,11.0,4189.0,-66.0,-4158.0,257.0,3652.0,-4.0,57.0,-423.0,527974.0,-4921.0,-333.0,-759.0,-15.0,102.0,-370.0,-231.0,-418.0,-1227.0,-367.0,-3785.0,-327.0,500.0,116.0,33477.0,-25.0,-172.0,-396.0,-535.6890000000003,17.0,-3.0,-164.0,-227.0,-457.0,-163.0,30.0,398.0,9.0,379.0,-43.0,-97.0,101.0,5572.0,76.0,6005.0,254.0,697.0,-373.0,-597.0
jackson,5204.0,5258.0,0.0,7268.0,7556.0,OH,-119.0,5130.0,-72.0,1990.0,555.0,-339.0,-181.0,28343.0,-82.0,10643.0,-428.0,-400.0,-18.0,719.0,-15.0,450.0,-81.0,1452.0,3.0,47.0,9055.0,-22.0,-2511.0,-81.0,2501.0,-100.0,-2090.0,84.0,1484.0,0.0,1.0,-123.0,204430.0,812.0,-89.0,1111.0,-28.0,-115.0,-146.0,-203.0,-134.0,1073.0,-165.0,-1455.0,-80.0,-680.0,-60.0,23914.0,-2.0,-119.0,-118.0,-230.0,-19.0,-12.0,-32.0,-24.0,-179.0,-69.0,-34.0,262.0,-39.0,322.0,-51.0,-12.0,-2.0,5591.0,-77.0,5670.0,25.0,597.0,-110.0,535.0
jefferson,16296.0,16031.0,0.0,14786.0,15888.0,OH,-172.0,14240.0,-199.0,3410.0,-263.0,-569.0,-225.0,121338.0,-6.0,20804.0,-1150.0,-1611.0,38.0,5937.0,62.0,5750.0,-47.0,2911.0,-2.0,146.0,16450.0,40.0,1498.0,349.0,9001.0,-183.0,-3445.0,313.0,5300.0,4.0,-23.0,-18.0,529568.0,6968.0,-10.0,4427.0,3.0,-219.0,-175.0,-157.0,-36.0,4070.0,-203.0,-2131.0,-3.0,2515.0,102.0,103153.0,4.0,-41.0,-385.0,-290.0,-27.0,-17.0,-63.0,-84.0,-334.0,-117.0,-128.0,274.0,-118.0,218.0,-24.0,10.0,238.0,26185.0,195.0,26895.0,114.0,8659.0,-204.0,403.0
knox,9499.0,10186.0,0.0,16237.0,17692.0,OH,360.0,11070.0,100.0,2500.0,161.0,331.0,-6.0,109576.0,232.0,47479.0,-583.0,-1946.0,15.0,2338.0,59.0,1562.0,43.0,4967.0,-2.0,268.0,-5038.0,91.0,3414.0,199.0,6870.0,-452.0,-4844.0,207.0,3050.0,-1.0,-75.0,-355.0,709788.0,-5852.0,-299.0,-2965.0,-39.0,-6.0,-277.0,-684.0,-363.0,-3302.0,-410.0,-4608.0,-154.0,303.0,289.0,99272.0,11.0,350.0,-119.0,-41.0,28.0,13.0,-22.0,35.0,-240.0,-119.0,24.0,237.0,-6.0,229.0,-44.0,-40.0,349.0,20149.0,368.0,21141.0,310.0,5129.0,47.0,297.0
lake,42411.0,54981.0,8219.0,108714.0,0.0,OH,15.0,58010.0,-359.0,11990.0,511.0,-1589.0,-1086.0,413767.0,222.0,135832.0,-4598.0,-6876.0,-297.0,20763.0,-103.0,20008.0,-166.0,3554.0,-11.0,508.0,179866.0,275.0,10737.0,948.0,39550.0,-1345.0,-17473.0,743.0,17751.0,28.0,-700.0,-1443.0,4322355.0,-18002.0,-1337.0,1166.0,-7.0,-234.0,-1396.0,-2326.0,-1428.0,-1072.0,-1608.0,-25255.0,-955.0,8559.0,633.0,386139.0,-111.0,-104.0,-1184.0,-612.0,36.0,22.0,-466.0,-873.0,-1553.0,-366.0,0.0,1134.0,-11.0,1081.0,-243.0,-248.0,952.0,71835.0,959.0,72454.0,997.0,11825.0,-714.0,-5921.0
lawrence,11848.0,11085.0,0.0,12407.0,12562.0,OH,-162.0,10280.0,-153.0,3690.0,-249.0,-544.0,-239.0,37901.0,11.0,22329.0,-643.0,-1327.0,-2.0,4650.0,53.0,4640.0,-144.0,-695.0,-51.0,35.0,53.0,21.0,1140.0,39.0,4599.0,-203.0,-2871.0,106.0,2362.0,5.0,-115.0,-212.0,395321.0,-1871.0,-156.0,603.0,-16.0,51.0,-217.0,-186.0,-240.0,395.0,-222.0,-2010.0,-170.0,326.0,-46.0,29566.0,-12.0,174.0,-212.0,-288.0,-4.0,-14.0,-66.0,-64.0,-235.0,-72.0,-164.0,193.0,-81.0,305.0,-94.0,-7.0,72.0,6688.0,-8.0,6450.0,12.0,486.0,-132.0,-6.0
licking,27099.0,33097.0,0.0,42691.0,52048.0,OH,405.0,33240.0,-96.0,8870.0,61.0,-403.0,-348.0,205077.0,490.0,93124.0,-1530.0,-5440.0,56.0,15187.0,127.0,14512.0,87.0,8123.0,-38.0,416.0,2248.0,138.0,3188.0,396.0,28702.0,-862.0,-12197.0,683.0,12449.0,12.0,464.0,-949.0,2598136.0,-14969.0,-752.0,2514.0,-25.0,-967.0,-999.0,-2403.0,-955.0,752.0,-1080.0,-16955.0,-597.0,2516.0,730.0,177077.0,-26.0,569.0,-615.0,-802.0,-17.0,21.0,-224.0,-251.0,-863.0,41.0,-14.0,851.0,-11.0,755.0,-272.0,-170.0,1044.0,39844.0,1060.0,41553.0,949.0,9241.0,-232.0,-2420.0
logan,5066.0,6479.0,960.0,13303.0,14472.0,OH,452.0,9620.0,-109.0,2460.0,186.0,97.0,-98.0,111425.0,570.0,49955.0,-608.0,-972.0,-59.0,8535.0,-27.0,8581.0,-82.0,851.0,1.0,3.0,11341.0,-28.0,-1497.0,90.0,9437.0,-703.0,-6641.0,121.0,2357.0,-2.0,-3.0,-180.0,492038.0,956.0,-154.0,1868.0,27.0,-44.0,-198.0,-448.0,-169.0,1573.0,-205.0,-2543.0,-142.0,2486.0,652.0,97436.0,-5.0,-3.0,-150.0,63.0,13.0,4.0,49.0,5.0,-364.0,-164.0,-122.0,22.0,-116.0,40.0,-61.0,-18.0,654.0,20946.0,610.0,21757.0,318.0,6681.0,221.0,-537.0
lorain,47443.0,109896.0,4759.0,65749.0,37490.0,OH,775.0,64990.0,-177.0,17760.0,587.0,-1063.0,-954.0,397535.0,969.0,202389.0,-4042.0,-8479.0,581.0,33513.0,629.0,32559.0,-90.0,8545.0,41.0,1023.0,18316.0,252.0,6841.0,1050.0,43604.0,-829.0,-17972.0,1117.0,22740.0,2.0,745.0,-1540.0,4742788.0,-15380.0,-1407.0,3812.0,132.0,-1500.0,-1507.0,1311.0,-1512.0,5296.0,-1875.0,-28912.0,-973.0,6480.0,1108.0,362055.0,-103.0,344.0,-1700.0,-1173.0,6.0,3.0,-568.0,-1053.0,-2008.0,-427.0,-210.0,450.0,-262.0,388.0,-358.0,-257.0,1412.0,83891.0,1267.0,85929.0,1274.0,11892.0,-475.0,-2319.0
lucas,49575.0,216809.0,5910.0,80105.0,48941.0,OH,-1462.0,94650.0,-765.0,34090.0,-2165.0,-4871.0,-1989.0,169851.0,-317.0,67334.0,-7530.0,-12740.0,14.0,27211.0,83.0,28167.0,-674.0,5155.0,4.0,987.0,-27858.0,307.0,14743.0,454.0,35824.0,-1652.0,-26318.0,1334.0,24007.0,28.0,1405.0,-2766.0,6168620.0,-39740.0,-2210.0,-840.0,114.0,-1682.0,-2526.0,-498.0,-2754.0,-2223.0,-2839.0,-36344.0,-1901.0,-718.0,-210.0,145328.0,-145.0,232.0,-2604.0,-525.0,-80.0,1.0,-412.0,-1046.0,-2298.0,-431.0,-91.0,3200.0,-94.0,3332.0,-229.0,45.0,639.0,24508.0,170.0,25082.0,1253.0,14174.0,-2359.0,-7280.0
madison,4541.0,6518.0,0.0,9379.0,12065.0,OH,253.0,7970.0,-34.0,2060.0,-184.0,-39.0,-167.0,102405.0,246.0,23851.0,-443.0,-4927.0,51.0,1744.0,90.0,1514.0,-67.0,2617.0,-2.0,52.0,17115.0,62.0,2410.0,235.0,9784.0,-180.0,-2620.0,179.0,2508.0,7.0,92.0,-126.0,628473.0,2786.0,-61.0,5050.0,-40.0,-61.0,-143.0,-514.0,-148.0,4361.0,-163.0,-3086.0,-112.0,1384.0,334.0,64110.0,-1.0,771.0,-97.0,-5.0,0.0,21.0,-33.0,-15.0,-261.0,-76.0,-3.0,85.0,-8.0,100.0,-48.0,-67.0,351.0,11945.0,242.0,12681.0,173.0,4976.0,111.0,-526.0
mahoning,12576.0,147962.0,0.0,52282.0,14572.0,OH,-457.0,53400.0,-429.0,15410.0,148.0,-2090.0,-888.0,398208.0,430.0,98288.0,-4027.0,-13591.0,-119.0,23836.0,-19.0,23517.0,-206.0,-1994.0,10.0,388.0,-3024.0,238.0,230.0,477.0,31008.0,-715.0,-12963.0,1001.0,19465.0,20.0,55.0,-1325.0,2825452.0,-8910.0,-1079.0,5044.0,-130.0,247.0,-1296.0,-5918.0,-1341.0,630.0,-1347.0,-12815.0,-926.0,3063.0,310.0,259254.0,30.0,510.0,-1604.0,-1680.0,-18.0,-16.0,-284.0,-483.0,-1338.0,-303.0,-103.0,1131.0,-131.0,1300.0,-204.0,-166.0,798.0,68586.0,290.0,69122.0,1440.0,18027.0,-1566.0,-5435.0
marion,10053.0,11376.0,1167.0,13656.0,14942.0,OH,104.0,11980.0,-253.0,4180.0,-223.0,-655.0,-412.0,75476.0,259.0,32465.0,-683.0,-1692.0,-31.0,3306.0,2.0,2990.0,-4.0,2621.0,-11.0,154.0,25235.0,57.0,1458.0,173.0,8117.0,-590.0,-5206.0,232.0,3449.0,-2.0,280.0,-345.0,500512.0,-5334.0,-277.0,-974.0,-15.0,12.0,-358.0,-571.0,-331.0,-418.0,-416.0,-3773.0,-226.0,-719.0,193.0,68106.0,17.0,219.0,-194.0,-186.0,-24.0,-8.0,18.0,-27.0,-290.0,-74.0,48.0,352.0,60.0,297.0,-18.0,-95.0,170.0,12866.0,119.0,13724.0,253.0,3559.0,-30.0,521.0
medina,12119.0,65294.0,0.0,45176.0,47835.0,OH,789.0,37760.0,-115.0,6750.0,404.0,-290.0,-564.0,409175.0,720.0,200548.0,-3042.0,-5758.0,241.0,19121.0,294.0,17376.0,16.0,7627.0,-23.0,738.0,43280.0,356.0,10921.0,737.0,20664.0,-876.0,-13127.0,736.0,13956.0,28.0,740.0,-761.0,3971099.0,-4209.0,-517.0,10122.0,-121.0,-313.0,-764.0,4029.0,-722.0,14229.0,-909.0,-21034.0,-457.0,6136.0,859.0,348879.0,-47.0,1080.0,-775.0,-653.0,53.0,29.0,-388.0,-847.0,-1019.0,-212.0,10.0,571.0,1.0,460.0,-74.0,-20.0,1009.0,82616.0,919.0,83503.0,992.0,15127.0,-114.0,-3392.0
meigs,4433.0,4132.0,0.0,5175.0,5346.0,OH,-13.0,3500.0,-45.0,1140.0,69.0,-179.0,-89.0,11652.0,-44.0,4707.0,-362.0,-559.0,3.0,455.0,-21.0,430.0,-33.0,1554.0,21.0,-3.0,-2169.2340000000004,5.0,-357.0,56.0,5705.0,-126.0,-1478.0,20.0,826.0,-0.0001,-0.0001,-85.0,107949.0,266.0,-92.0,-321.0,1.0,-109.0,-91.0,55.0,-79.0,-340.0,-47.0,-630.0,-47.0,90.0,-23.0,10602.0,5.0,-68.0,-121.0,-74.0,1.0,-5.0,-11.0,2.0,-82.0,-20.0,4.0,122.0,14.0,147.0,-13.0,-18.0,-1.0,2207.0,-50.0,2430.0,36.0,955.0,-45.0,-21.0
mercer,3061.0,4736.0,475.0,15743.0,16368.0,OH,92.0,8700.0,54.0,1440.0,140.0,-161.0,-214.0,92136.0,95.0,40916.0,-750.0,-1510.0,23.0,5262.0,25.0,5017.0,7.0,966.0,5.0,243.0,7576.0,38.0,2191.0,112.0,6029.0,-497.0,-2918.0,149.0,2562.0,8.0,328.0,-263.0,465576.0,-2524.0,-239.0,-26.0,-4.0,86.0,-251.0,-793.0,-265.0,-208.0,-300.0,-2575.0,-131.0,925.0,275.0,83596.0,30.0,393.0,-145.0,-90.0,52.0,-5.0,-60.0,13.0,-226.0,33.0,-59.0,197.0,-29.0,177.0,-88.0,-140.0,378.0,18964.0,329.0,19861.0,337.0,8653.0,-222.0,-880.0
miami,0.0,15968.0,0.0,32866.0,39751.0,OH,609.0,21110.0,-16.0,5380.0,177.0,87.0,-225.0,165610.0,655.0,81677.0,-936.0,-3078.0,-129.0,9400.0,-110.0,8429.0,-33.0,1613.0,-4.0,291.0,18087.0,129.0,4543.0,353.0,16427.0,-699.0,-8361.0,385.0,6807.0,5.0,195.0,-378.0,1510033.0,3905.0,-281.0,3426.0,-57.0,-51.0,-400.0,1085.0,-357.0,5005.0,-521.0,-7375.0,-267.0,4213.0,755.0,138949.0,4.0,292.0,-165.0,-520.0,33.0,10.0,-5.0,-40.0,-603.0,-161.0,-10.0,412.0,-58.0,402.0,-87.0,-35.0,845.0,29839.0,824.0,30402.0,604.0,6360.0,54.0,285.0
monroe,3630.0,3274.0,0.0,3114.0,3021.0,OH,126.0,2550.0,-23.0,550.0,74.0,-24.0,-110.0,100614.0,62.0,4052.0,-162.0,-504.0,50.0,129.0,44.0,-151.0,1.0,2095.0,-1.0,39.0,4068.0,-3.0,-118.0,77.0,1386.0,-4.0,-548.0,158.0,2055.0,-0.0001,-0.0001,97.0,181999.0,4626.0,106.0,3800.0,-14.0,-44.0,78.0,79.0,103.0,4579.0,6.0,-248.0,57.0,896.0,116.0,93985.0,62.0,422.0,-89.0,-183.0,-11.0,1.0,-35.0,-86.0,-72.0,-42.0,-37.0,-81.0,-25.0,-41.0,-18.0,-20.0,174.0,27551.0,144.0,27429.0,145.0,8345.0,-22.0,885.0
montgomery,103300.0,135210.0,7200.0,116345.0,149229.0,OH,-2251.0,119500.0,-838.0,40210.0,-1340.0,-6411.0,-2652.0,764482.0,-234.0,202341.0,-5064.0,-31590.0,-754.0,39287.0,-698.0,34319.0,-476.0,8191.0,-50.0,786.0,272408.0,175.0,22603.0,1214.0,70126.0,-2429.0,-39725.0,1220.0,28907.0,28.0,978.0,-4108.0,7785493.0,-63378.0,-3317.0,-5841.0,-260.0,-2978.0,-3943.0,-14776.0,-4118.0,-16467.0,-4434.0,-47405.0,-3050.0,5784.0,-1020.0,688778.0,-303.0,-1851.0,-2815.0,-1029.0,-118.0,-75.0,-1078.0,-1251.0,-2882.0,-704.0,-245.0,3366.0,-417.0,3419.0,-389.0,-48.0,16.0,142839.0,-638.0,145966.0,1729.0,20132.0,-3485.0,-11455.0
